"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","10077","E2ETest","chromium","Sun Aug 31 12:30:18 EEST 2025","passed","Sun Aug 31 12:30:28 EEST 2025","","E2ETest.spec.ts","",""
